Date,Pref,Positive,Inpatient,Discharged,Unconfirmed
2022/4/2,Ehime,255,2442,22844,0
2022/4/3,Ehime,228,2482,23039,0
2022/4/4,Ehime,110,2446,23199,0
2022/4/5,Ehime,371,2634,23397,0
2022/4/6,Ehime,284,2745,23586,0
2022/4/7,Ehime,289,2813,23829,0
2022/4/8,Ehime,307,2478,24504,0
2022/4/9,Ehime,285,2506,24787,0
2022/4/10,Ehime,268,2546,25025,0
2022/4/11,Ehime,137,2438,25281,0
2022/4/12,Ehime,421,2614,25554,0
2022/4/13,Ehime,369,2767,25809,0
2022/4/14,Ehime,331,2855,26061,0
2022/4/15,Ehime,311,2855,26390,0
2022/4/16,Ehime,266,2816,26704,0
2022/4/17,Ehime,190,2635,27082,0
2022/4/18,Ehime,117,2500,27342,0
2022/4/19,Ehime,378,2592,27650,0
2022/4/20,Ehime,313,2591,27952,0
2022/4/21,Ehime,269,2552,28264,0
2022/4/22,Ehime,262,2488,28614,0
2022/4/23,Ehime,283,2401,28984,0
2022/4/24,Ehime,218,2299,29305,0
2022/4/25,Ehime,122,2170,29558,0
2022/4/26,Ehime,386,2327,29804,0
2022/4/27,Ehime,332,2450,30029,0
2022/4/28,Ehime,294,2492,30278,0
2022/4/29,Ehime,281,2495,30576,0
2022/4/30,Ehime,115,2314,30874,0
2022/5/1,Ehime,198,2261,31138,0
2022/5/2,Ehime,87,2116,31380,0
2022/5/3,Ehime,261,2093,31675,0
2022/5/4,Ehime,98,1958,31913,0
2022/5/5,Ehime,126,1800,32201,0
2022/5/6,Ehime,125,1621,32515,0
2022/5/7,Ehime,341,1680,32809,0
2022/5/8,Ehime,249,1673,33070,0
2022/5/9,Ehime,133,1636,33267,0
2022/5/10,Ehime,313,1761,33463,0
2022/5/11,Ehime,226,1843,33618,0
2022/5/12,Ehime,224,1933,33769,0
2022/5/13,Ehime,201,1994,33920,0
2022/5/14,Ehime,212,2003,34123,0
2022/5/15,Ehime,170,2021,34292,0
2022/5/16,Ehime,112,1911,34511,0
2022/5/17,Ehime,247,1896,34799,0
2022/5/18,Ehime,250,1872,35084,0
2022/5/19,Ehime,221,1885,35308,0
2022/5/20,Ehime,224,1915,35517,0
2022/5/21,Ehime,215,1912,35739,0
2022/5/22,Ehime,154,1842,35962,0
2022/5/23,Ehime,106,1752,36153,0
2022/5/24,Ehime,283,1816,36386,0
2022/5/25,Ehime,192,1847,36565,0
2022/5/26,Ehime,195,1855,36752,0
2022/5/27,Ehime,174,1821,36979,0
2022/5/28,Ehime,189,1746,37243,0
2022/5/29,Ehime,117,1649,37466,0
2022/5/30,Ehime,95,1553,37660,0
2022/5/31,Ehime,233,1569,37886,0
2022/6/1,Ehime,193,1575,38080,0
2022/6/2,Ehime,176,1585,38257,0
2022/6/3,Ehime,204,1595,38455,0
2022/6/4,Ehime,158,1561,38655,0
2022/6/5,Ehime,116,1515,38829,0
2022/6/6,Ehime,78,1427,38991,0
2022/6/7,Ehime,221,1501,39153,0
2022/6/8,Ehime,168,1487,39337,0
2022/6/9,Ehime,159,1473,39518,0
2022/6/10,Ehime,178,1495,39686,0
2022/6/11,Ehime,139,1471,39859,0
2022/6/12,Ehime,103,1403,40039,0
2022/6/13,Ehime,39,1282,40209,0
2022/6/14,Ehime,177,1319,40365,0
2022/6/15,Ehime,140,1304,40530,0
2022/6/16,Ehime,115,1276,40682,0
2022/6/17,Ehime,134,1227,40867,0
2022/6/18,Ehime,130,1180,41050,0
2022/6/19,Ehime,112,1154,41193,0
2022/6/20,Ehime,59,1095,41313,0
2022/6/21,Ehime,195,1167,41448,0
2022/6/22,Ehime,158,1213,41581,0
2022/6/23,Ehime,173,1258,41713,0
2022/6/24,Ehime,162,1287,41862,0
2022/6/25,Ehime,174,1337,41995,0
2022/6/26,Ehime,153,1376,42120,0
2022/6/27,Ehime,107,1365,42243,0
2022/6/28,Ehime,314,1549,42373,0
2022/6/29,Ehime,296,1713,42509,0
2022/6/30,Ehime,304,1914,42648,0
2022/7/1,Ehime,285,2023,42824,0
2022/7/2,Ehime,304,2136,43015,0
2022/7/3,Ehime,260,2251,43160,0
2022/7/4,Ehime,180,2284,43307,0
2022/7/5,Ehime,582,2657,43516,0
2022/7/6,Ehime,552,2993,43732,0
2022/7/7,Ehime,539,3295,43969,0
2022/7/8,Ehime,605,3579,44290,0
2022/7/9,Ehime,654,3905,44618,0
2022/7/10,Ehime,498,4125,44896,0
2022/7/11,Ehime,258,4101,45178,0
2022/7/12,Ehime,1014,4793,45499,0
2022/7/13,Ehime,867,5314,45845,0
2022/7/14,Ehime,856,5995,46020,0
2022/7/15,Ehime,857,6571,46300,0
2022/7/16,Ehime,940,7022,46788,0
2022/7/17,Ehime,718,7228,47299,0
2022/7/18,Ehime,384,7041,47870,0
2022/7/19,Ehime,459,6865,48505,0
2022/7/20,Ehime,1964,8305,49029,0
2022/7/21,Ehime,1263,9314,49283,0
2022/7/22,Ehime,1194,9498,50292,0
2022/7/23,Ehime,1272,9904,51158,0
2022/7/24,Ehime,1058,10118,52002,0
2022/7/25,Ehime,504,9768,52855,0
2022/7/26,Ehime,1799,10620,53800,0
2022/7/27,Ehime,1508,11386,54540,0
2022/7/28,Ehime,1337,12340,54923,0
2022/7/29,Ehime,1378,13257,55382,0
2022/7/30,Ehime,1539,12840,57338,0
2022/7/31,Ehime,1290,12876,58591,0
2022/8/1,Ehime,650,12351,59765,0
2022/8/2,Ehime,2232,13315,61031,0
2022/8/3,Ehime,1864,14088,62118,0
2022/8/4,Ehime,1820,15405,62619,0
2022/8/5,Ehime,1574,15178,64414,0
2022/8/6,Ehime,2155,15832,65912,0
2022/8/7,Ehime,1675,16177,67235,0
2022/8/8,Ehime,829,15634,68604,0
2022/8/9,Ehime,2841,16938,70131,0
2022/8/10,Ehime,2514,18119,71459,0
2022/8/11,Ehime,2412,19874,72109,0
2022/8/12,Ehime,1095,18753,74324,0
2022/8/13,Ehime,2718,19620,76175,0
2022/8/14,Ehime,2370,20178,77979,0
2022/8/15,Ehime,1016,19634,79535,0
2022/8/16,Ehime,2121,19609,81678,0
2022/8/17,Ehime,3316,21214,83383,0
2022/8/18,Ehime,3516,23896,84208,0
2022/8/19,Ehime,3249,24317,87031,0
2022/8/20,Ehime,3236,25062,89517,0
2022/8/21,Ehime,2680,25342,91913,0
2022/8/22,Ehime,1162,25399,93010,0
2022/8/23,Ehime,3283,25964,95722,0
2022/8/24,Ehime,3131,26670,98139,0
2022/8/25,Ehime,2512,28168,99151,0
2022/8/26,Ehime,2261,28325,101247,0
2022/8/27,Ehime,2211,27242,104532,0
2022/8/28,Ehime,1926,25670,108026,0
2022/8/29,Ehime,809,23232,111270,0
2022/8/30,Ehime,2397,22394,114496,0
2022/8/31,Ehime,1979,21633,117232,0
2022/9/1,Ehime,1688,22157,118390,0
2022/9/2,Ehime,1304,20188,121660,0
2022/9/3,Ehime,1278,18367,124754,0
2022/9/4,Ehime,1111,16978,127246,0
2022/9/5,Ehime,653,15390,129485,0
2022/9/6,Ehime,1461,14646,131690,0
2022/9/7,Ehime,1194,13860,133667,0
2022/9/8,Ehime,945,8088,140382,0
2022/9/9,Ehime,928,7711,141685,0
2022/9/10,Ehime,970,7424,142941,0
2022/9/11,Ehime,804,7119,144048,0
2022/9/12,Ehime,405,6859,144712,0
2022/9/13,Ehime,1184,6594,146161,0
2022/9/14,Ehime,908,6275,147387,0
2022/9/15,Ehime,807,6136,148331,0
2022/9/16,Ehime,719,5928,149255,0
2022/9/17,Ehime,751,5713,150220,0
2022/9/18,Ehime,562,5466,151028,0
2022/9/19,Ehime,305,5347,151451,0
2022/9/20,Ehime,432,4594,152636,0
2022/9/21,Ehime,885,4530,153584,0
2022/9/22,Ehime,705,4441,154376,0
2022/9/23,Ehime,553,4255,155115,0
2022/9/24,Ehime,313,3843,155839,0
2022/9/25,Ehime,473,3755,156400,0
2022/9/26,Ehime,346,3796,156705,0
2022/9/27,Ehime,477,3796,156705,477
2022/9/28,Ehime,384,3793,156705,864
2022/9/29,Ehime,325,3776,156705,1206
2022/9/30,Ehime,267,3774,156705,1475
2022/10/1,Ehime,272,3765,156705,1756
2022/10/2,Ehime,198,3763,156705,1956
2022/10/3,Ehime,113,3764,156705,2067
2022/10/4,Ehime,435,3770,156705,2496
2022/10/5,Ehime,349,3771,156705,2844
2022/10/6,Ehime,356,3754,156705,3217
2022/10/7,Ehime,268,3751,156705,3488
2020/1/16,Kochi,0,,,
2020/1/17,Kochi,0,,,
2020/1/18,Kochi,0,,,
2020/1/19,Kochi,0,,,
2020/1/20,Kochi,0,,,
2020/1/21,Kochi,0,,,
2020/1/22,Kochi,0,,,
2020/1/23,Kochi,0,,,
2020/1/24,Kochi,0,,,
2020/1/25,Kochi,0,,,
2020/1/26,Kochi,0,,,
2020/1/27,Kochi,0,,,
2020/1/28,Kochi,0,,,
2020/1/29,Kochi,0,,,
2020/1/30,Kochi,0,,,
2020/1/31,Kochi,0,,,
2020/2/1,Kochi,0,,,
2020/2/2,Kochi,0,,,
2020/2/3,Kochi,0,,,
2020/2/4,Kochi,0,,,
2020/2/5,Kochi,0,,,
2020/2/6,Kochi,0,,,
2020/2/7,Kochi,0,,,
2020/2/8,Kochi,0,,,
2020/2/9,Kochi,0,,,
2020/2/10,Kochi,0,,,
2020/2/11,Kochi,0,,,
2020/2/12,Kochi,0,,,
2020/2/13,Kochi,0,,,
2020/2/14,Kochi,0,,,
2020/2/15,Kochi,0,,,
2020/2/16,Kochi,0,,,
2020/2/17,Kochi,0,,,
2020/2/18,Kochi,0,,,
2020/2/19,Kochi,0,,,
2020/2/20,Kochi,0,,,
2020/2/21,Kochi,0,,,
2020/2/22,Kochi,0,,,
2020/2/23,Kochi,0,,,
2020/2/24,Kochi,0,,,
2020/2/25,Kochi,0,,,
2020/2/26,Kochi,0,,,
2020/2/27,Kochi,0,,,
2020/2/28,Kochi,0,,,
2020/2/29,Kochi,1,,,
2020/3/1,Kochi,1,,,
2020/3/2,Kochi,1,,,
2020/3/3,Kochi,0,,,
2020/3/4,Kochi,4,,,
2020/3/5,Kochi,0,,,
2020/3/6,Kochi,2,,,
2020/3/7,Kochi,1,,,
2020/3/8,Kochi,2,,,
2020/3/9,Kochi,0,,,
2020/3/10,Kochi,0,,,
2020/3/11,Kochi,0,,,
2020/3/12,Kochi,0,,,
2020/3/13,Kochi,0,,,
2020/3/14,Kochi,0,,,
2020/3/15,Kochi,0,,,
2020/3/16,Kochi,0,,,
2020/3/17,Kochi,0,,,
2020/3/18,Kochi,0,,,
2020/3/19,Kochi,0,,,
2020/3/20,Kochi,0,,,
2020/3/21,Kochi,0,,,
2020/3/22,Kochi,0,,,
2020/3/23,Kochi,0,,,
2020/3/24,Kochi,0,,,
2020/3/25,Kochi,0,,,
2020/3/26,Kochi,0,,,
2020/3/27,Kochi,1,,,
2020/3/28,Kochi,0,,,
2020/3/29,Kochi,1,,,
2020/3/30,Kochi,1,,,
2020/3/31,Kochi,2,,,
2020/4/1,Kochi,3,,,
2020/4/2,Kochi,1,,,
2020/4/3,Kochi,2,,,
2020/4/4,Kochi,3,,,
2020/4/5,Kochi,7,,,
2020/4/6,Kochi,3,,,
2020/4/7,Kochi,2,,,
2020/4/8,Kochi,1,,,
2020/4/9,Kochi,10,,,
2020/4/10,Kochi,5,,,
2020/4/11,Kochi,0,,,
2020/4/12,Kochi,6,,,
2020/4/13,Kochi,0,,,
2020/4/14,Kochi,0,,,
2020/4/15,Kochi,2,,,
2020/4/16,Kochi,0,,,
2020/4/17,Kochi,1,,,
2020/4/18,Kochi,1,,,
2020/4/19,Kochi,4,,,
2020/4/20,Kochi,1,,,
2020/4/21,Kochi,0,,,
2020/4/22,Kochi,1,,,
2020/4/23,Kochi,1,,,
2020/4/24,Kochi,0,,,
2020/4/25,Kochi,1,,,
2020/4/26,Kochi,1,,,
2020/4/27,Kochi,0,,,
2020/4/28,Kochi,0,,,
2020/4/29,Kochi,1,,,
2020/4/30,Kochi,0,,,
2020/5/1,Kochi,0,,,
2020/5/2,Kochi,0,,,
2020/5/3,Kochi,0,,,
2020/5/4,Kochi,0,,,
2020/5/5,Kochi,0,,,
2020/5/6,Kochi,0,,,
2020/5/7,Kochi,0,,,
2020/5/8,Kochi,0,,,
2020/5/9,Kochi,0,10,61,0
2020/5/10,Kochi,0,7,64,0
2020/5/11,Kochi,0,6,65,0
2020/5/12,Kochi,0,6,65,0
2020/5/13,Kochi,0,5,66,0
2020/5/14,Kochi,0,5,66,0
2020/5/15,Kochi,0,5,66,0
2020/5/16,Kochi,0,5,66,0
2020/5/17,Kochi,0,4,67,0
2020/5/18,Kochi,0,4,67,0
2020/5/19,Kochi,0,4,67,0
2020/5/20,Kochi,0,3,68,0
2020/5/21,Kochi,0,3,68,0
2020/5/22,Kochi,0,2,69,0
2020/5/23,Kochi,0,2,69,0
2020/5/24,Kochi,0,2,69,0
2020/5/25,Kochi,0,2,69,0
2020/5/26,Kochi,0,1,70,0
2020/5/27,Kochi,0,1,70,0
2020/5/28,Kochi,0,1,70,0
2020/5/29,Kochi,0,1,70,0
2020/5/30,Kochi,0,1,70,0
2020/5/31,Kochi,0,0,71,0
2020/6/1,Kochi,0,0,71,0
2020/6/2,Kochi,0,0,71,0
2020/6/3,Kochi,0,0,71,0
2020/6/4,Kochi,0,0,71,0
2020/6/5,Kochi,0,0,71,0
2020/6/6,Kochi,0,0,71,0
2020/6/7,Kochi,0,0,71,0
2020/6/8,Kochi,0,0,71,0
2020/6/9,Kochi,0,0,71,0
2020/6/10,Kochi,0,0,71,0
2020/6/11,Kochi,0,0,71,0
2020/6/12,Kochi,0,0,71,0
2020/6/13,Kochi,0,0,71,0
2020/6/14,Kochi,0,0,71,0
2020/6/15,Kochi,0,0,71,0
2020/6/16,Kochi,0,0,71,0
2020/6/17,Kochi,0,0,71,0
2020/6/18,Kochi,0,0,71,0
2020/6/19,Kochi,0,0,71,0
2020/6/20,Kochi,0,0,71,0
2020/6/21,Kochi,0,0,71,0
2020/6/22,Kochi,0,0,71,0
2020/6/23,Kochi,0,0,71,0
2020/6/24,Kochi,0,0,71,0
2020/6/25,Kochi,0,0,71,0
2020/6/26,Kochi,0,0,71,0
2020/6/27,Kochi,0,0,71,0
2020/6/28,Kochi,0,0,71,0
2020/6/29,Kochi,0,0,71,0
2020/6/30,Kochi,0,0,71,0
2020/7/1,Kochi,0,0,71,0
2020/7/2,Kochi,0,0,71,0
2020/7/3,Kochi,0,0,71,0
2020/7/4,Kochi,0,0,71,0
2020/7/5,Kochi,0,0,71,0
2020/7/6,Kochi,0,0,71,0
2020/7/7,Kochi,0,0,71,0
2020/7/8,Kochi,0,0,71,0
2020/7/9,Kochi,0,0,71,0
2020/7/10,Kochi,0,0,71,0
2020/7/11,Kochi,0,0,71,0
2020/7/12,Kochi,0,0,71,0
2020/7/13,Kochi,1,1,71,0
2020/7/14,Kochi,0,1,71,0
2020/7/15,Kochi,0,1,71,0
2020/7/16,Kochi,1,1,71,1
2020/7/17,Kochi,0,2,71,0
2020/7/18,Kochi,0,2,71,0
2020/7/19,Kochi,0,2,71,0
2020/7/20,Kochi,0,2,71,0
2020/7/21,Kochi,0,1,72,0
2020/7/22,Kochi,1,2,72,0
2020/7/23,Kochi,0,2,72,0
2020/7/24,Kochi,1,3,72,0
2020/7/25,Kochi,0,3,72,0
2020/7/26,Kochi,1,4,72,0
2020/7/27,Kochi,0,4,72,0
2020/7/28,Kochi,1,4,73,0
2020/7/29,Kochi,0,4,73,0
2020/7/30,Kochi,0,4,73,0
2020/7/31,Kochi,0,4,73,0
2020/8/1,Kochi,0,4,73,0
2020/8/2,Kochi,1,5,73,0
2020/8/3,Kochi,1,5,74,0
2020/8/4,Kochi,0,5,74,0
2020/8/5,Kochi,0,3,76,0
2020/8/6,Kochi,0,3,76,0
2020/8/7,Kochi,1,3,77,0
2020/8/8,Kochi,0,3,77,0
2020/8/9,Kochi,0,3,77,0
2020/8/10,Kochi,0,3,77,0
2020/8/11,Kochi,0,3,77,0
2020/8/12,Kochi,0,2,78,0
2020/8/13,Kochi,0,1,79,0
2020/8/14,Kochi,0,1,79,0
2020/8/15,Kochi,14,4,79,11
2020/8/16,Kochi,5,17,79,3
2020/8/17,Kochi,1,19,80,1
2020/8/18,Kochi,0,20,80,0
2020/8/19,Kochi,2,21,80,1
2020/8/20,Kochi,0,19,83,0
2020/8/21,Kochi,1,18,85,0
2020/8/22,Kochi,1,18,86,0
2020/8/23,Kochi,2,19,86,1
2020/8/24,Kochi,0,15,91,0
2020/8/25,Kochi,0,11,95,0
2020/8/26,Kochi,9,19,96,0
2020/8/27,Kochi,0,18,97,0
2020/8/28,Kochi,1,15,101,0
2020/8/29,Kochi,5,17,103,1
2020/8/30,Kochi,1,19,103,0
2020/8/31,Kochi,0,19,103,0
2020/9/1,Kochi,3,19,104,2
2020/9/2,Kochi,1,21,105,0
2020/9/3,Kochi,1,18,109,0
2020/9/4,Kochi,0,14,113,0
2020/9/5,Kochi,1,12,116,0
2020/9/6,Kochi,1,10,118,1
2020/9/7,Kochi,0,8,121,0
2020/9/8,Kochi,2,6,123,2
2020/9/9,Kochi,0,7,124,0
2020/9/10,Kochi,0,7,124,0
2020/9/11,Kochi,3,10,124,0
2020/9/12,Kochi,0,9,124,0
2020/9/13,Kochi,0,7,126,0
2020/9/14,Kochi,0,7,126,0
2020/9/15,Kochi,0,7,126,0
2020/9/16,Kochi,0,7,126,0
2020/9/17,Kochi,0,4,129,0
2020/9/18,Kochi,0,4,129,0
2020/9/19,Kochi,0,4,129,0
2020/9/20,Kochi,0,3,130,0
2020/9/21,Kochi,0,1,132,0
2020/9/22,Kochi,0,1,132,0
2020/9/23,Kochi,0,1,132,0
2020/9/24,Kochi,0,0,133,0
2020/9/25,Kochi,0,0,133,0
2020/9/26,Kochi,0,0,133,0
2020/9/27,Kochi,1,1,133,0
2020/9/28,Kochi,0,1,133,0
2020/9/29,Kochi,0,1,133,0
2020/9/30,Kochi,0,1,133,0
2020/10/1,Kochi,0,1,133,0
2020/10/2,Kochi,0,1,133,0
2020/10/3,Kochi,0,1,133,0
2020/10/4,Kochi,0,1,133,0
2020/10/5,Kochi,0,0,134,0
2020/10/6,Kochi,0,0,134,0
2020/10/7,Kochi,0,0,134,0
2020/10/8,Kochi,0,0,134,0
2020/10/9,Kochi,0,0,134,0
2020/10/10,Kochi,0,0,134,0
2020/10/11,Kochi,1,1,134,0
2020/10/12,Kochi,0,1,134,0
2020/10/13,Kochi,0,1,134,0
2020/10/14,Kochi,0,1,134,0
2020/10/15,Kochi,1,2,134,0
2020/10/16,Kochi,0,2,134,0
2020/10/17,Kochi,0,1,135,0
2020/10/18,Kochi,0,1,135,0
2020/10/19,Kochi,0,1,135,0
2020/10/20,Kochi,0,1,135,0
2020/10/21,Kochi,0,1,135,0
2020/10/22,Kochi,0,0,136,0
2020/10/23,Kochi,0,0,136,0
2020/10/24,Kochi,0,0,136,0
2020/10/25,Kochi,2,2,136,0
2020/10/26,Kochi,0,2,136,0
2020/10/27,Kochi,1,3,136,0
2020/10/28,Kochi,1,3,137,0
2020/10/29,Kochi,0,3,137,0
2020/10/30,Kochi,0,3,137,0
2020/10/31,Kochi,0,2,138,0
2020/11/1,Kochi,0,2,138,0
2020/11/2,Kochi,0,2,138,0
2020/11/3,Kochi,0,1,139,0
2020/11/4,Kochi,0,1,139,0
2020/11/5,Kochi,0,1,139,0
2020/11/6,Kochi,0,1,139,0
2020/11/7,Kochi,0,1,139,0
2020/11/8,Kochi,0,1,139,0
2020/11/9,Kochi,0,0,140,0
2020/11/10,Kochi,0,0,140,0
2020/11/11,Kochi,0,0,140,0
2020/11/12,Kochi,0,0,140,0
2020/11/13,Kochi,0,0,140,0
2020/11/14,Kochi,0,0,140,0
2020/11/15,Kochi,0,0,140,0
2020/11/16,Kochi,0,0,140,0
2020/11/17,Kochi,0,0,140,0
2020/11/18,Kochi,0,0,140,0
2020/11/19,Kochi,0,0,140,0
2020/11/20,Kochi,0,0,140,0
2020/11/21,Kochi,2,2,140,0
2020/11/22,Kochi,0,2,140,0
2020/11/23,Kochi,2,4,140,0
2020/11/24,Kochi,0,4,140,0
2020/11/25,Kochi,1,5,140,0
2020/11/26,Kochi,0,5,140,0
2020/11/27,Kochi,0,4,141,0
2020/11/28,Kochi,0,3,142,0
2020/11/29,Kochi,1,3,143,0
2020/11/30,Kochi,2,5,143,0
2020/12/1,Kochi,5,10,143,0
2020/12/2,Kochi,8,14,143,4
2020/12/3,Kochi,15,26,146,4
2020/12/4,Kochi,16,43,146,3
2020/12/5,Kochi,19,55,147,9
2020/12/6,Kochi,18,61,150,18
2020/12/7,Kochi,13,70,154,18
2020/12/8,Kochi,17,88,156,15
2020/12/9,Kochi,18,95,161,21
2020/12/10,Kochi,20,129,168,0
2020/12/11,Kochi,11,128,180,0
2020/12/12,Kochi,27,144,191,0
2020/12/13,Kochi,18,153,200,0
2020/12/14,Kochi,11,148,216,0
2020/12/15,Kochi,36,159,241,0
2020/12/16,Kochi,28,173,255,0
2020/12/17,Kochi,23,173,277,0
2020/12/18,Kochi,10,166,294,0
2020/12/19,Kochi,13,163,310,0
2020/12/20,Kochi,23,173,323,0
2020/12/21,Kochi,17,177,336,0
2020/12/22,Kochi,31,190,353,0
2020/12/23,Kochi,24,189,378,0
2020/12/24,Kochi,19,191,395,0
2020/12/25,Kochi,12,183,415,0
2020/12/26,Kochi,14,161,451,0
2020/12/27,Kochi,8,159,461,0
2020/12/28,Kochi,8,158,470,0
2020/12/29,Kochi,8,146,490,0
2020/12/30,Kochi,12,138,510,0
2020/12/31,Kochi,9,116,540,0
2021/1/1,Kochi,6,107,554,0
2021/1/2,Kochi,7,95,573,0
2021/1/3,Kochi,11,96,582,0
2021/1/4,Kochi,2,89,591,0
2021/1/5,Kochi,7,82,604,0
2021/1/6,Kochi,4,75,615,0
2021/1/7,Kochi,12,80,622,0
2021/1/8,Kochi,9,81,630,0
2021/1/9,Kochi,4,79,635,0
2021/1/10,Kochi,7,75,645,0
2021/1/11,Kochi,2,71,651,0
2021/1/12,Kochi,6,72,656,0
2021/1/13,Kochi,14,77,665,0
2021/1/14,Kochi,3,72,673,0
2021/1/15,Kochi,4,59,690,0
2021/1/16,Kochi,4,53,700,0
2021/1/17,Kochi,5,52,705,0
2021/1/18,Kochi,9,52,714,0
2021/1/19,Kochi,12,57,721,0
2021/1/20,Kochi,16,63,731,0
2021/1/21,Kochi,6,67,733,0
2021/1/22,Kochi,2,64,738,0
2021/1/23,Kochi,3,61,744,0
2021/1/24,Kochi,5,64,746,0
2021/1/25,Kochi,2,56,756,0
2021/1/26,Kochi,3,52,763,0
2021/1/27,Kochi,1,40,776,0
2021/1/28,Kochi,6,30,791,0
2021/1/29,Kochi,6,35,792,0
2021/1/30,Kochi,5,37,795,0
2021/1/31,Kochi,1,35,798,0
2021/2/1,Kochi,4,35,802,0
2021/2/2,Kochi,0,33,804,0
2021/2/3,Kochi,0,29,808,0
2021/2/4,Kochi,1,28,810,0
2021/2/5,Kochi,3,20,818,0
2021/2/6,Kochi,5,24,819,0
2021/2/7,Kochi,2,18,827,0
2021/2/8,Kochi,1,16,830,0
2021/2/9,Kochi,1,15,832,0
2021/2/10,Kochi,0,14,833,0
2021/2/11,Kochi,4,15,836,0
2021/2/12,Kochi,5,20,836,0
2021/2/13,Kochi,1,18,839,0
2021/2/14,Kochi,2,17,842,0
2021/2/15,Kochi,1,18,842,0
2021/2/16,Kochi,5,20,845,0
2021/2/17,Kochi,0,19,846,0
2021/2/18,Kochi,2,20,847,0
2021/2/19,Kochi,0,17,850,0
2021/2/20,Kochi,0,9,858,0
2021/2/21,Kochi,0,8,859,0
2021/2/22,Kochi,0,4,863,0
2021/2/23,Kochi,0,4,863,0
2021/2/24,Kochi,0,1,866,0
2021/2/25,Kochi,0,1,866,0
2021/2/26,Kochi,0,1,866,0
2021/2/27,Kochi,0,1,866,0
2021/2/28,Kochi,0,1,866,0
2021/3/1,Kochi,0,1,866,0
2021/3/2,Kochi,3,4,866,0
2021/3/3,Kochi,0,4,866,0
2021/3/4,Kochi,9,13,866,0
2021/3/5,Kochi,5,17,866,0
2021/3/6,Kochi,1,18,866,0
2021/3/7,Kochi,1,19,866,0
2021/3/8,Kochi,0,19,866,0
2021/3/9,Kochi,1,19,866,0
2021/3/10,Kochi,1,20,866,0
2021/3/11,Kochi,1,18,869,0
2021/3/12,Kochi,2,18,871,0
2021/3/13,Kochi,0,13,876,0
2021/3/14,Kochi,1,13,877,0
2021/3/15,Kochi,0,9,881,0
2021/3/16,Kochi,0,9,881,0
2021/3/17,Kochi,1,9,882,0
2021/3/18,Kochi,1,10,882,0
2021/3/19,Kochi,1,11,882,0
2021/3/20,Kochi,0,11,882,0
2021/3/21,Kochi,0,10,883,0
2021/3/22,Kochi,0,10,883,0
2021/3/23,Kochi,1,10,884,0
2021/3/24,Kochi,1,11,884,0
2021/3/25,Kochi,0,11,884,0
2021/3/26,Kochi,0,10,885,0
2021/3/27,Kochi,0,9,886,0
2021/3/28,Kochi,0,9,886,0
2021/3/29,Kochi,0,9,886,0
2021/3/30,Kochi,2,11,886,0
2021/3/31,Kochi,1,10,888,0
2021/4/1,Kochi,2,11,889,0
2021/4/2,Kochi,0,11,889,0
2021/4/3,Kochi,2,13,889,0
2021/4/4,Kochi,2,15,889,0
2021/4/5,Kochi,8,23,889,0
2021/4/6,Kochi,6,29,889,0
2021/4/7,Kochi,0,29,889,0
2021/4/8,Kochi,8,36,890,0
2021/4/9,Kochi,1,32,895,0
2021/4/10,Kochi,0,24,903,0
2021/4/11,Kochi,0,24,903,0
2021/4/12,Kochi,0,17,910,0
2021/4/13,Kochi,0,17,910,0
2021/4/14,Kochi,1,15,913,0
2021/4/15,Kochi,4,15,917,0
2021/4/16,Kochi,2,10,924,0
2021/4/17,Kochi,7,17,924,0
2021/4/18,Kochi,3,19,925,0
2021/4/19,Kochi,2,20,926,0
2021/4/20,Kochi,5,25,926,0
2021/4/21,Kochi,3,25,929,0
2021/4/22,Kochi,3,24,932,0
2021/4/23,Kochi,5,28,933,0
2021/4/24,Kochi,2,27,936,0
2021/4/25,Kochi,7,32,938,0
2021/4/26,Kochi,7,39,938,0
2021/4/27,Kochi,14,51,940,0
2021/4/28,Kochi,7,57,941,0
2021/4/29,Kochi,9,63,944,0
2021/4/30,Kochi,14,69,951,0
2021/5/1,Kochi,12,79,953,0
2021/5/2,Kochi,15,92,955,0
2021/5/3,Kochi,10,95,962,0
2021/5/4,Kochi,13,102,968,0
2021/5/5,Kochi,7,96,981,0
2021/5/6,Kochi,9,100,986,0
2021/5/7,Kochi,7,94,999,0
2021/5/8,Kochi,5,84,1013,0
2021/5/9,Kochi,4,77,1024,0
2021/5/10,Kochi,3,68,1035,0
2021/5/11,Kochi,3,58,1048,0
2021/5/12,Kochi,6,54,1058,0
2021/5/13,Kochi,7,53,1066,0
2021/5/14,Kochi,5,46,1078,0
2021/5/15,Kochi,4,45,1083,0
2021/5/16,Kochi,2,44,1086,0
2021/5/17,Kochi,8,50,1088,0
2021/5/18,Kochi,15,62,1091,0
2021/5/19,Kochi,15,72,1096,0
2021/5/20,Kochi,10,80,1098,0
2021/5/21,Kochi,17,89,1106,0
2021/5/22,Kochi,27,109,1113,0
2021/5/23,Kochi,24,127,1119,0
2021/5/24,Kochi,15,136,1125,0
2021/5/25,Kochi,29,154,1136,0
2021/5/26,Kochi,27,165,1152,0
2021/5/27,Kochi,38,188,1167,0
2021/5/28,Kochi,23,199,1179,0
2021/5/29,Kochi,25,206,1197,0
2021/5/30,Kochi,25,218,1210,0
2021/5/31,Kochi,20,219,1229,0
2021/6/1,Kochi,25,234,1239,0
